repository_name,repository_language
exodus4d/pathfinder,SQL
jsix/cms,SQL
MIT-LCP/mimic-code,SQL
bonsaiERP/bonsaiERP,SQL
medz/ThinkSNS-4,SQL
classilla/tenfourfox,SQL
OurWorldInData/our-world-in-data-grapher,SQL
shiffman/A2Z-F15,SQL
Teradata/presto,SQL
AdguardTeam/AdguardForiOS,SQL
fjz13/Medusa,SQL
ushelp/EasyEE,SQL
ultimatepp/mirror,SQL
mulesoft/mulesoft-docs,SQL
120910383/mota,SQL
gnuarmeclipse/openocd,SQL
pret/pokeemerald,SQL
davidhellmann/generator-dhBoilerplate,SQL
mysql/mysql-workbench,SQL
project-store/theme,SQL
tropy/tropy,SQL
privacore/open-source-search-engine,SQL
funkygao/gafka,SQL
loboris/OrangePI-Kernel,SQL
OpenSWR/openswr-mesa,SQL
elastic/timelion,SQL
mysql/mysql-connector-net,SQL
zulip/zulip,SQL
DaoCloud/daocloud-docs,SQL
frapid/frapid,SQL
sgrif/diesel,SQL
speed/newcrawler,SQL
ZENLIX/LaraShop,SQL
Asqatasun/Asqatasun,SQL
wazuh/ossec-wazuh,SQL
Seitanas/kvm-vdi,SQL
ErikEJ/SqlCeToolbox,SQL
dreamsxin/cphalcon7,SQL
erlerobot/robot_blockly,SQL
anholt/mesa,SQL
GerritCodeReview/gerrit,SQL
stanford-futuredata/macrobase,SQL
eventuate-examples/eventuate-examples-java-spring-todo-list,SQL
apache/incubator-metron,SQL
unidal/cat2,SQL
PrestaShop/community-theme-16,SQL
jecelyin/920-text-editor-v2,SQL
Microsoft/vscode,SQL
pret/pokeruby,SQL
FriendSoftwareLabs/friendup,SQL
magento/data-migration-tool,SQL
SAPDocuments/Tutorials,SQL
omz/PythonistaAppTemplate,SQL
pauldotknopf/WindowsSDK7-Samples,SQL
CUBRID/cubrid,SQL
curtiszimmerman/AlgoTrader,SQL
zhengHongwei/springmvc,SQL
Microsoft/Xbox-ATG-Samples,SQL
SickRage/SickRage,SQL
malwares/Remote-Access-Trojan,SQL
donlan/Tuyi,SQL
Microsoft/Mobius,SQL
malwares/Botnet,SQL
buckyroberts/Social-Network,SQL
chuckfw/owaspbwa,SQL
KhronosGroup/Vulkan-LoaderAndValidationLayers,SQL
Microsoft/RTVS,SQL
cuba-platform/cuba,SQL
z88dk/z88dk,SQL
LunarG/VulkanSamples,SQL
tangtanglove/blockscloud,SQL
dikaiosune/rust-dashboard,SQL
ring-lang/ring,SQL
diesel-rs/diesel,SQL
sanluan/PublicCMS-preview,SQL
r-shekhar/nyc-transport,SQL
ppy/osu-wine,SQL
xindongzhuaizhuai/hound,SQL
coreboot/coreboot,SQL
docker/labs,SQL
dssg/hitchhikers-guide,SQL
YMFE/yicon,SQL
DataDog/integrations-core,SQL
apache/apex-malhar,SQL
Kolide/kolide,SQL
Microsoft/Tx,SQL
eddieridwan/OpenSID,SQL
apache/asterixdb,SQL
fossasia/2009.fossasia.org,SQL
tilezen/vector-datasource,SQL
habitat-sh/core-plans,SQL
NotSoSuper/NotSoBot,SQL
socioboard/Socioboard-Core-3.0,SQL
dunizb/CodeTest,SQL
keaijohnee/OpenMDMServer,SQL
eBay/DQSolution,SQL
apple/ccs-calendarserver,SQL
ranaroussi/qtpylib,SQL
splicemachine/spliceengine,SQL
medz/thinksns,SQL
MerryMage/dynarmic,SQL
hankinsoft/AppWage,SQL
brocaar/lora-app-server,SQL
JohnnyLe/Modern-Ecommerce,SQL
Dataman-Cloud/crane,SQL
odota/core,SQL
hyperledger/blockchain-explorer,SQL
confluentinc/cp-docker-images,SQL
apache/incubator-trafficcontrol,SQL
monero-project/monero,SQL
Microsoft/perfview,SQL
Microsoft/ELL,SQL
spiffcode/ghedit,SQL
jgamblin/Mirai-Source-Code,SQL
jiangzehui/yyquan,SQL
nginadofficial/nginad,SQL
jflyfox/jfinal_cms,SQL
ijry/lyadmin,SQL
google/nomulus,SQL
shiyafeng/ruyi,SQL
weaveworks/cortex,SQL
chain/chain,SQL
oracle/cloud-native-devops-workshop,SQL
minoca/os,SQL
graknlabs/grakn,SQL
spotbugs/spotbugs,SQL
skimedic/presentations,SQL
tubackkhoa/tkframework,SQL
GameTechDev/ASSAO,SQL
lifei6671/SmartWiki,SQL
evercam/evercam-server,SQL
yuzd/AntData.ORM,SQL
RPISEC/HackTheVote,SQL
codingXiaxw/ssm2,SQL
TommyLemon/APIJSON,SQL
huang303513/Weather_Vue,SQL
fossasia/phimpme-joomla,SQL
SharePoint/PnP-Sites-Core,SQL
wazuh/wazuh,SQL
nextcloud/ios,SQL
fossasia/fossasia10-drupal,SQL
gjh1987/cccGame,SQL
projectwonder/wonder,SQL
yongshengli/yiicms,SQL
einsqing/wemall,SQL
virjar/dungproxy,SQL
baijunyao/laravel-bjyblog,SQL
kubeup/archon,SQL
Tach-Yon/Tap-Tap-Adventure,SQL
Teradata/kylo,SQL
amplab/drizzle-spark,SQL
cytle/wechat_web_devtools,SQL
linkedin/iris,SQL
zuoge85/majiang,SQL
google/earthenterprise,SQL
thomsonreuters/CM-Well,SQL
Microsoft/WingtipSaaS,SQL
johnlui/LaraDuoshuo,SQL
flagello/Essence,SQL
zccodere/study-imooc,SQL
stylefeng/Guns,SQL
hxxy2003/wechat_shop,SQL
Exrick/xmall,SQL
Graphile/graphile-build,SQL
ssrpanel/ssrpanel,SQL
documentcloud/documentcloud,SQL
cykod/Webiva,SQL
duckduckgo/community-platform,SQL
michelem09/minera,SQL
matdryhurst/Saga,SQL
metabrainz/musicbrainz-server,SQL
pjstevns/dbmail,SQL
OLIMEX/DIY-LAPTOP,SQL
biosql/biosql,SQL
Microsoft/PowerShell-DSC-for-Linux,SQL
gplessis/dotdeb-php,SQL
empirical-org/Empirical-Core,SQL
zencart/zencart,SQL
wch/r-source,SQL
FreeRADIUS/freeradius-server,SQL
wuzhicms/wuzhicms,SQL
kaaproject/kaa,SQL
Evolveum/midpoint,SQL
xucongli1989/XCLCMS,SQL
buke/GreenOdoo,SQL
tastyigniter/TastyIgniter,SQL
codenvy/che,SQL
apache/incubator-zeppelin,SQL
keybase/node-client,SQL
inoerp/inoERP,SQL
Stratio/cassandra,SQL
apache/kylin,SQL
grahamegrieve/fhirserver,SQL
sipsorcery/sipsorcery,SQL
wewoor/ZBLOG,SQL
bnjmn/weka,SQL
Microsoft/sqltoolsservice,SQL
LSIR/gsn,SQL
Parisson/Telemeta,SQL
pandorafms/pandorafms,SQL
glendemon/yboard,SQL
wildfly-extras/wildfly-camel,SQL
yiisoft/yii2-gii,SQL
dengleitju/ducter-server,SQL
K-Phoen/rulerz,SQL
XINCGer/Unity3DTraining,SQL
naver/pinpoint,SQL
CSD-Public/stonix,SQL
x-pengg/BBS,SQL
google/skia-buildbot,SQL
pwsafe/pwsafe,SQL
streamsets/datacollector,SQL
zalando/nakadi,SQL
TASVideos/BizHawk,SQL
hyperhq/hypernetes,SQL
nielsbasjes/yauaa,SQL
gree/Orion,SQL
licheng/zoj,SQL
larryhastings/gilectomy,SQL
phalcon/forum,SQL
kiszk/spark-gpu,SQL
jtmelton/appsensor,SQL
globocom/GloboDNS,SQL
Activiti/Activiti,SQL
lumifyio/lumify,SQL
broadinstitute/cromwell,SQL
derogab/coingraph,SQL
xs47968224/Thinkphp-5.0-backend-template,SQL
fossasia/fossasia11-drupal,SQL
clementine-player/Clementine,SQL
amazeeio/lagoon,SQL
cmangos/mangos-cata,SQL
factor/factor,SQL
ServiceComb/ServiceComb-Saga,SQL
nuls-io/nuls,SQL
Kliqqi-CMS/Kliqqi-CMS,SQL
jeromeschneider/Baikal,SQL
mixerp/mixerp,SQL
OSBI/saiku,SQL
treeio/treeio,SQL
evanmiller/boss_db,SQL
TrinityCore/WowPacketParser,SQL
aburch/simutrans,SQL
SpringSource/spring-net,SQL
nipy/dipy,SQL
airlied/mesa,SQL
macvim-dev/macvim,SQL
illumos/illumos-gate,SQL
openstack-infra/config,SQL
rails/rails,SQL
python/cpython,SQL
MariaDB/server,SQL
wikimedia/analytics-refinery,SQL
deepaksinghea/bd-code,SQL
npntraining/big-data-architect-training,SQL
gbif/analytics,SQL
shashank-kodhati-ml/AWS-EMR-Hive-Implementation,SQL
mklein0/dbsurvey,SQL
swcookiez/zhonghong-project,SQL
ignacio-alorre/Hive,SQL
golikp/PolishGenome,SQL
mihirdhakan93/KitKat_Projects,SQL
atitawat-pol/zipmex-test,SQL
kmbeyond/km_hive,SQL
MakeUpForeverForMe/Project,SQL
loum/acrta-cs,SQL
three14consulting/HiveQL,SQL
vedk21/hive_playground,SQL
vikasdatir30/Hadoop_UseCases,SQL
Bharat05/hive,SQL
CheongLoic/Big_Data_project,SQL
wrightaprilm/PartitionProject,SQL
drl222/revature-project1,SQL
DylanStuart/Project-1-Hive,SQL
JuanSicardoAT/JediAnalytics,SQL
ranjitdeshmukh/hive-programing,SQL
lucascoimbr/sprintSolution1,SQL
AmanSolanki007/Incubyte_data_engineer_assignment,SQL
radiator0/pdzd-cloudera,SQL
JorgeMendez89/Ejercicio_Padron_Madrid,SQL
yt1105/GitHub-Language-Trend,SQL
suntech123/BigData,SQL
codearmyforce/ETL-on-Airflow,SQL
xinzodl/ocelot-eva,SQL
sravankumar077/Hive-GroupingNodes,SQL
Quanzhou2/model,SQL
ShujiaHuang/geneview-data,SQL
ceilingloft/big-data-chicago-project,SQL
thommms/Querying-with-Hive,SQL
plato15/emr-hive-datasets,SQL
lhmaymay/SQL,SQL
sergeigoryachev/101,SQL
marrink-lab/TS2CG,SQL
SukaJung/intensivecourse,SQL
MakeUpForeverForMe/SQL,SQL
xiaoyangxiaoen/DevOpsTest,SQL
Dangalah/Hive,SQL
yelirkram/yelirkram.github.io,SQL
yinheli/transport,SQL
ronlesteve/sales-datasets,SQL
sebastianruizm/hive-retail-store,SQL
m-vemisetty/HiveQueries,SQL
SeanHorner/hive,SQL
h3abionet/genesis2,SQL
mnkishore1993/Hive_BigDataTechnologies,SQL
lrmahesh7/Hive,SQL
VibhavariBellutagi19/HiveIncrementalLoad,SQL
StatisticalPopulationGenomics/PopStructProtocolsChapter,SQL
robinsw/Data-Enginner,SQL
gggordon/schad-hive,SQL
AjinkyaSalvi/histogram-of-color-intensities-apache-hive,SQL
col1001/CA687I_Group_A_CloudApp,SQL
ChiChunLiu/aMMD,SQL
sdngithub/wordcount,SQL
vanisubodh/wikianalysis,SQL
anddssan/Santos_2020,SQL
kdbhub/test-repository,SQL
sunyiming2016/SQL-related-to-my-analysis,SQL
MakeUpForeverForMe/starsource_etl,SQL
wikimedia/analytics-wmf-product-jobs,SQL
dain105/HQL,SQL
Mendy5/SQL_Practices,SQL
rh250363/global_sales_hot,SQL
ssirekumar/aq_hive,SQL
Itguru14/HW_2_15,SQL
melissawhite176/revature-project1,SQL
amburkee/Project1,SQL
christian-palko/Wikipedia-Big-Data-Analysis,SQL
delaney-lekien/Wikipedia-Big-Data-Analysis_Project1,SQL
yyazdi13/Project1,SQL
dicrojasch/hive-spark-test,SQL
rockshi0824/NASA-Log-Data-Analysis,SQL
LordElemelon/phone-data-state,SQL
yahancheng/Big-data-architecture-with-League-of-Legends-eSport-Stats,SQL
devonorourke/wnspopgen,SQL
Gr4vi7y/Testing-Hive-Impala-with-Cloudera,SQL
PacktPublishing/Apache-Hive-Essentials-Second-Edition,SQL
Tamenerdasa/spark_data_ingestion,SQL
dtmlinh/Traffic-Fatalities-HDFS,SQL
mabushaireh/Movielens_SampleData,SQL
tchellosan/hadoop,SQL
ashok-amsamani/GPS-Usecase,SQL
mariosherif/Big_Data_Graduation_Project,SQL
SuperShjt/Covid-Report,SQL
paullewallencom/hive-978-1-7889-9509-2,SQL
CIS-4560-Team-2/Hive-on-Yelp,SQL
udealwithit/RBDA_Project,SQL
positivevaib/nyc-public-transport-analysis,SQL
djedjigahamlaoui/bigDataProject,SQL
MohamedYounsi/BigDataProjectPublic,SQL
kfarhane28/bigDataProject,SQL
ramachandran-lab/pong,SQL
cheluvesha/HIVE_HQL,SQL
priyankagupta23/Hive_Case_Studies,SQL
ThSrAd/Exploratory-Data-Analysis,SQL
rajesh-codes/Stack-Exchange-Data-Analysis,SQL
heenasalim/Project-Teradata_To_Hadoop,SQL
raularias86/TSQL-Normal,SQL
LunettoRandall/Twitter-Data-GO-Sentiment_Analysis,SQL
LunettoRandall/Hive-Sqoop-Movie-Data-Analysis-in-IBM,SQL
Michael-Splaver/p1-wikipedia-analysis,SQL
sean-horner/revature_project_1,SQL
LuuHoa/Scala,SQL
ChrisChee1/RevatureProject1,SQL
KylePacheco1021/PJ1_Pacheco,SQL
slowens-dev/pj1_hive_wikimedia,SQL
udraar/BigData-Cloud-SQL,SQL
debayan3250/fiverr,SQL
ashok-amsamani/Hive-Schema-Evolution,SQL
mohsenualam/Pig-Hive-HCatalog,SQL
waneya/Deceptive-Reinforcement-Learning-Policy-Gradient,SQL
Zomma2/BD-sprints-grad-proj,SQL
monicamourad/Sprints-Graduation-project,SQL
a-tarek25/Covid-Study,SQL
a-karam/big-DATA-course,SQL
mostafaramadann/Oozie_pipeline,SQL
Youssef3la2/Big-data-graduation-project,SQL
rowanhazem/Graduation-project,SQL
rowanhazem/Graduation_Project,SQL
mahmoudsoheil/final-project-Bigdata-course-sprints,SQL
ashok-amsamani/HIVE-ORC-PARQUET-BENCHMARK,SQL
ashok-amsamani/HIVE-ETL-OLAP,SQL
ashok-amsamani/HIVE-DML,SQL
muthu84/hive-realtime-usecases,SQL
Eazyed/NoSQL2_DE2,SQL
LunettoRandall/Hive_Sentiment-Text-Analysis_NGram,SQL
ZaidSaid12/COVID-19-Analysis,SQL
mohsenualam/n-Gram-ReviewAnalysisWithHiveQL,SQL
ZaidSaid12/COVID-19-Total-Cases-Analysis,SQL
babelomics/sptest,SQL
chrisporras/local_ancestry,SQL
SouzaRicardoG/testeBV,SQL
kevgar/journey,SQL
Breezeeeeee/Deceptive_Reinforcement_Learning,SQL
VidhyaVinayagam/code_repo,SQL
ektaawa/HiveLearnings,SQL
DennisLarsson/Admixture_scripts,SQL
Abhunag104/hive_scd,SQL
Siripong-trai/File,SQL
tejas5038/Map-Reduce-Program-using-Hive,SQL
Sweetbarrow/Voo-ong,SQL
mohammadlachgar/bigqueryExampleCiCd,SQL
srivastavanidhi8/Hive_Labs,SQL
Harsh-Maheshwari/Big-Data,SQL
bds01/BigData,SQL
akshobhya6/final,SQL
SVibhakar/Histogram_Hive,SQL
lanjiang/hadoop-hive-workload,SQL
Prabjyot19/Hive-oozie-job,SQL
koolkravi/azure-bigdata-plaground,SQL
FAb191/TP,SQL
fray-cloud/study_hadoop,SQL
yogeshgurav/HiveApplication1,SQL
MohithMarisetti/Histogram-of-pixels-using-Apache-Hive,SQL
Vivien25/Hive_Practise,SQL
Abhishek-Soni-93/Data-Ingestion-and-Processing-Hive-Case-Study,SQL
erdanieee/sptest,SQL
sparkdia/DB_Tuning,SQL
qq961320601/first_dw,SQL
PhpDevBot/GH_hook_test,SQL
chenshuzheng/sales_order,SQL
vasundhara-avuti/Hadoop,SQL
StefanPapp/sandbox_oozie,SQL
Ashutosh27ind/hiveCaseStudyNYCYellowTripData,SQL
ajbd2106/TPCH_Hive_Presto_Spark_Benchmark,SQL
lachugicharu/CCP_datasets,SQL
jhotiniano/Big-Data-Pipeline,SQL
ketulsuthar/Country-Project,SQL
ketulsuthar/Stock-Exchange-Data-Analysis,SQL
ketulsuthar/Stack-Overflow,SQL
Varun-Dua/Eurostar_Log_Analysis_HiveQL_Pig,SQL
ketulsuthar/Airlines-Analysis,SQL
MohamedAlaaEldinFarghaly/2017BigDataAnalysis-HadoopHiveSql-,SQL
iam-data/hql,SQL
AnjalyG/TopK-words-with-hive,SQL
yuwinnie/Manulife-Files,SQL
ketulsuthar/Apache-Hive,SQL
visheshkd/Map-Reduce-using-Hive,SQL
t-ivanov/CoreBigBench,SQL
mwawrzyniiak/WAT-Big-Data-Hive,SQL
Kimsejin97/bigdataProject,SQL
amraly267/master,SQL
juliojesus1508/HiveDataset,SQL
kaiszi/BigDataProjekt1,SQL
apguerrera/DeepyrAnalytics,SQL
Naveen-Reddyg/BigData-EcoSystem,SQL
enakshichanda/AWS_Hive,SQL
kangshung/HiveQueries,SQL
pksX01/Hive-Tutorials,SQL
Ercion/Hive,SQL
shaktinaik/all_about_hive,SQL
YeswanthSubhash/HiveSCD,SQL
monika11236/ASG,SQL
LuuHoa/ScalaStatsIngest,SQL
James-Wachuka/dta_warehouse_hive,SQL
toukirnaim08/PopularMovieIDUsingHive,SQL
maoxingda/dailyhive,SQL
kumarpac/hive,SQL
abhinashpati/PDA-Project,SQL
MiteshSheth/mi378370_credit_risk_report,SQL
lp0896/test1,SQL
Gehlotr/FinCrimes,SQL
sauravbilung/Apache-Hive-integration-with-elasticsearch,SQL
SameerMosesMurala/Big-Data-Map-Reduce-Program-using-Hive,SQL
Clay317/Hive,SQL
Mgpm/HiveElasticProject,SQL
mbesson/hive,SQL
mianlee/Fu-s-test,SQL
QidiFeng/AncestryPainter,SQL
Cez0015/c687-assignment_01,SQL
rajithakalapatapu/hive-graph-countincominglinks,SQL
Thomas-George-T/Twitter-streaming-using-Flume-and-Hive,SQL
gitpuneetsvyas/codehackthaon,SQL
gitpuneetsvyas/hackthon,SQL
uttamk22/solution,SQL
uttamk22/fresco,SQL
imdeepak1997/csv,SQL
dbuckin/Big-Data-DS730-Project-3-HIVE,SQL
pcbzmani/MongoDBHackathon,SQL
beps96/trendit,SQL
pcbzmani/HiveHackathon,SQL
mimi-1/BigDataCOVID,SQL
zhangscth/spark_learning,SQL
RavichandranMathivanan/project_covid19,SQL
utkrishtsharma/HIVE,SQL
AyanChatterjee20/Hive,SQL
vlaship/hive-bash,SQL
nhanzlik/Churn-Models,SQL
GraceStefanny/AsusGrace,SQL
mtrusillos/ctic,SQL
CarlosSag7/Test1,SQL
JHECTOR2020/TEST,SQL
JorgeOcampoMontoya/test2,SQL
EDYLTHON/test2,SQL
GraceStefanny/test1,SQL
gonzaloma/GMA,SQL
MattGill98/DC3800-Coursework,SQL
hive-qi/hiveHomeWork,SQL
Zjzgithub/shops,SQL
mohanakotkar24/Hive-Project,SQL
JagmohanDhimanABBUR/DevXMLAnalytics,SQL
hjcho7311/Realtime-and-Big-Data-Analytics,SQL
channagithub/oozie_tutorial,SQL
coderepairer/data-analysis,SQL
mi7tix/hadoop_training,SQL
adrianofoschi/uniba-hive,SQL
redpanda213/notebook,SQL
29nehaverma29/Aviation,SQL
nprab428/big-data-movie-ratings,SQL
qq89118911/Hello-World,SQL
khaleel6983/myfirstrepo,SQL
go-xworkflow/WOW,SQL
yourant/ai-oozie-app,SQL
Saranviveka/EMR-Immersion-Day,SQL
Neryruiz/weather_data_analysis,SQL
im-vincent/Big-Data,SQL
schhabra2629/oozie_session,SQL
DataSciKevin/ds730_hive,SQL
wlasd4622/lcx58,SQL
gizzidan/hive-practice,SQL
prabhakarg-dm/AWS-Training-Session9,SQL
tak-oda/201904_DisneyReview,SQL
JinyangRao/spark_sql_perf,SQL
karthikgade77/performance-test-apache-drill,SQL
huangpujj/cs492_final,SQL
sanuamb/Stackexchange-Data-Analysis-Using-Hbase-Hive,SQL
zdx1989/programming-hive,SQL
popawl/ds730,SQL
tahamohkawy/titianicDataAnalysis_Hive,SQL
akayambu/oozie-workflows,SQL
tshashankrock/Hadoop-Hive,SQL
paras16jul1991/aws-Emr,SQL
knan02/hive_sample,SQL
cjk8zb/CSEE5590-BigData-Labs,SQL
nss-day-cohort-47/tabloidfullstack-gadzooks,SQL
nss-day-cohort-47/tabloidfullstack-bingo,SQL
Annwesh7/COVID_Project,SQL
prefeiturasp/SME-Serap-main,SQL
TariqHajeer/KokazCSharp,SQL
datahai/logicaldatawarehouse,SQL
h0545772386/iKesher,SQL
mihransimonian/Udemy-SQL_Course,SQL
AKROGIS/Enterprise-QC,SQL
xiaoyangxuoo/SQL_queries_for_DRM_self_sufficiency_prediction,SQL
BogdanSahlean/TSQL,SQL
RonGarlit/RESTfulApiDemo,SQL
vinaybarca/VinaySharmSEPFullStackBatch,SQL
BostonPublicSchools/BPS_DW,SQL
BostonPublicSchools/BPS_DW_DB_SCHEMA,SQL
Gus1109/Revenue-Dashboard,SQL
gokhanvarolhotmail/EY,SQL
WyattBest/PowerSlate,SQL
ngruson/AdventureWorks,SQL
ani10sh/Portfolio-Project,SQL
zcolah/IMT-Test,SQL
cisagov/cset,SQL
IngJahir/.NET_RESTFUL_API,SQL
sunny-THS/quanLyBanLK,SQL
publichealthengland/ntbs-reporting,SQL
alexeiiw/SqlServer,SQL
zcolah/imt,SQL
leniadz2/bd_MD_UNI,SQL
TEAMSchools/gabby,SQL
zhong19524/SQL,SQL
MauroCortez/lovepets,SQL
leniadz2/bd_MD_SRV,SQL
leniadz2/bd_MD_SAP,SQL
leniadz2/bd_MD_LTY,SQL
retry-warder/otus-mssql-2021-03-EAD,SQL
nirajp82/Load1TBDataToSQLServer,SQL
madelineyoko/Cyclistic_bikeshare,SQL
egorzhek/reports,SQL
nss-day-cohort-47/tabloidfullstack-eureka,SQL
leniadz2/bd25_BICLBO,SQL
leniadz2/bd_DL_CLNT,SQL
leniadz2/bd_BD_SRV,SQL
0xR4Y/AzureDataEnginnering,SQL
tmnkopp/TSQL,SQL
dmadera/money-sql,SQL
mprokunin/MSSQL,SQL
mfuller333/sp_what,SQL
thomasandr/MiniSlateDM,SQL
tiranosaur/metallInvest,SQL
devonleann/HigherEd,SQL
lm789bm123/demo,SQL
TopiasKuosmanen/HIFK_stats,SQL
Germanvw99/TIF_LAB3,SQL
marcosvillarreal/xsoftsql,SQL
ht02135/knowledge,SQL
nguyenviet11/SQL2019,SQL
BatesJ72/ImpressiveSQLScripts,SQL
VuCongCuu/SQL,SQL
SiavashGolchoobian/SqlDeep,SQL
TanDoan99/as3,SQL
aditya-196/microsoftSQLRuleBook,SQL
SkillsFundingAgency/das-data-management,SQL
EzeSandes/SQL-practice,SQL
PedroScala/Projeto-de-Gerenciamento-de-Vendas-AW,SQL
Cross-Wave-Platform/Database,SQL
HauXun/SQL-Sever,SQL
juanfranciscoanco/juanfranciscoanco,SQL
BryanY96/SQL_Query,SQL
divyaimale29/SQL,SQL
djm2x/super-gen,SQL
xcorplab/xcorp-dbscripts,SQL
rafaelrodrigues3092/samples,SQL
lrondon-prog/SQL,SQL
hgouw/ASX,SQL
Petrakis729/Covid.Project,SQL
AthlosEducation/AthlosSpedDatabase,SQL
TomaszJab/T-SQL,SQL
distractednine/code-snippets,SQL
TradeControl/sqlnode,SQL
yaochangyu/sample.dotblog,SQL
OlamideMustapha/DATA_WAREHOUSING_B9DA102,SQL
TheJanalyst/PorfolioProjects,SQL
adityays1997/PorfolioProjects,SQL
Hoanghahiha/DDD_SQL,SQL
francesco1119/Kauri,SQL
rw251/gm-idcr,SQL
axlr8eg/Clinic,SQL
Pejzr/SQL_Skripts,SQL
dkitanovic/Package_transport,SQL
jubberman/roomservice,SQL
dbm-sc-user-1/database,SQL
emmateva18/converter-sql-to-csv,SQL
PetterTom/super-demo-java,SQL
IIDimov18/Jiro,SQL
IPBachvarov18/Scale-Focus-internship,SQL
nehajda/CSSV03,SQL
CSCfi/antero,SQL
gubiarpa/SocialMedia,SQL
Tmbalo/TestingSourceControl,SQL
yichee-choo/JTC-Interview-Assignments,SQL
wesleycamargo/azuredevops-yaml-quickstart-templates,SQL
linx-software/salesforce,SQL
HoKaYi-Lily/FullStackFun,SQL
MingjL/AntraTrain,SQL
chalermchonv/UtccFoodIotCodes,SQL
wi9916/RockFood,SQL
shawnyanHY/Full-Stack,SQL
Warry-Gamarra/00043-DWeb-CuentasPorCobrar,SQL
fahadyousuf98/myrepo,SQL
qq472479340/Assignment2,SQL
Wilsonlin06/Assignment2,SQL
SSWConsulting/SSW.Rules.Content,SQL
ntll2/DFNB_nl1,SQL
GurtejSingh01/Projects,SQL
hungnttg/QUanLyDuAn,SQL
chumpon-asaneerat/DMT.Server,SQL
IvanildoBatista/Bancos-de-dados,SQL
quanghuy24121999/ofbs,SQL
kimcascante/BaseDeDatos,SQL
guftrindade/Projeto_SUS_Interligado,SQL
AbrahamMolleda/BackendParque,SQL
xiaoha3210/epsds,SQL
frankissoft/Antra-Full-Stack,SQL
eveoliv/EntityCSharpMovies,SQL
PNNL-Comp-Mass-Spec/DBSchema_DMS,SQL
edsaedi/SQLLibrary,SQL
WilmerMeza/A03_Laboratorio,SQL
rvacchi/SQLDatabase,SQL
kahlon1005/ldb,SQL
HuaYang1995/full_stack_assignments,SQL
frankensteinke/pokemon-sql-exploration,SQL
zeltarcher/Antra,SQL
moniquezn2u/PortfoilioProjects,SQL
WilmerMeza/A02_Laboratorio,SQL
tomcatwang95/SQL-Training,SQL
heyheyhey2020/SQL-practice,SQL
lucianaaguiarc/Projetos-SQL,SQL
ivanrakonjac/Package-Transport-System,SQL
AmirNBA9/SQLAssistant,SQL
Ed-Fi-Alliance-OSS/LMS-Toolkit,SQL
Jcanotorr06/Proyecto3,SQL
vinirb/SQL-Server,SQL
WyattBest/PowerCampus-Cadence,SQL
victor1cg/SQL_Query,SQL
ellietoulabi/Library-Datawarehouse,SQL
julietwomack/AttritionRate2014to2018,SQL
chrislee1018/String-Searching,SQL
chrislee1018/Dynamic-SQL-Pivot-Table,SQL
chrislee1018/Number-From-String-Function,SQL
FrancoPaesani/tpsql,SQL
gopikrishnabandi/CS6400-Leofurn,SQL
inspiration07/Olympics-data-analysis,SQL
Roenbaeck/transrelational,SQL
erinstellato/SQL-Server-Query-Store,SQL
manu-utn/gdd,SQL
ShrutiJain143/SQL-project,SQL
automationsquadindia/AutomationHour,SQL
sourav415/sqldbdeploymentproject,SQL
wvanderheide/slnWalter,SQL
triwasa/bazy-danych,SQL
JJPietras/hospital-db-ads,SQL
karenpayneoregon/dynamic-textboxs-csharp,SQL
onyx6838/ROCKET-15,SQL
WilcoxJ/TSQL,SQL
ministryofjustice/hmpps-cr-ancillary-cporacle,SQL
alesiosaba/tps-gdd,SQL
shresthamir/PosUpdateSql,SQL
ClementGuirard/EqeepTest,SQL
aferaudo/Progetto_HERA_ARPAE,SQL
gpdoud/tql-sqlscripts,SQL
roylauzon/july_13_db1_2,SQL
ppedvAG/SQL-Programmierung-ppedv-Jul-2021,SQL
trtor/dataeng-project,SQL
MadeiraData/MadeiraToolbox,SQL
MatthewShanahan/hello-world,SQL
Nidhig631/SQL_learnings_and_challenges,SQL
Isilmir/hermesTV_back,SQL
matt-vail/Scripts,SQL
DavidMikutishvili/Bookstore,SQL
duli0810/SQLPublic,SQL
raminyavari/support_materials,SQL
samyan19/SQL-Scripts,SQL
hrabiabw/SQL,SQL
mazcom/DemoProjects,SQL
nicinfy/Test,SQL
omid1373/SQL-SP,SQL
zohara91/opora,SQL
mrhb/ReportMaker,SQL
TrajkovStefan/MS_SQL-HomeWorks,SQL
imajaydwivedi/SQLDBA-SSMS-Solution,SQL
dbm-sc-user-1/sc_p1_db1,SQL
SAEONData/SAEIS,SQL
JordanSanders-Devart/SourceControlDemo,SQL
Delhiitesmukul/DB,SQL
kfzteile24/data_mgmt,SQL
sachinBY/2021.1.0_REL,SQL
tomaztk/SQLServer-Data-Lineage,SQL
inbo/meetnetten-occurrences,SQL
cybrox/TIAE6-DT-CS,SQL
wjchuahhh/NBA,SQL
ATechPlusPlus/IMS_Client_2_DB,SQL
denjaland/fednot-crh-migration,SQL
grocore/cc-schedule,SQL
Hellfire1433/AdventureWorksLT2019_VS2019,SQL
datntt/DBI202x_02-A_VN_datnt_exercise-and-lad,SQL
blackcatdevs/Strava,SQL
Gitart/SQL,SQL
BrentOzarULTD/SQL-Server-First-Responder-Kit,SQL
ramesesinc/lgu-albay-legazpi-deployments,SQL
